frame_id,pedestrianId,X,Y,W,H,conf,Xt,Yt
171.00,23.00,346.00,99.00,56.00,175.00,0.57,405.2,722.54
172.00,23.00,346.00,100.00,56.00,174.00,0.59,405.2,722.54
173.00,23.00,349.00,101.00,56.00,173.00,0.58,407.8,722.57
174.00,23.00,350.00,101.00,56.00,173.00,0.54,408.67,722.58
175.00,23.00,348.00,99.00,56.00,173.00,0.56,406.69,717.26
176.00,23.00,347.00,98.00,56.00,174.00,0.51,405.825,717.25
177.00,23.00,346.00,98.00,56.00,174.00,0.48,404.955,717.24
178.00,23.00,346.00,98.00,56.00,175.00,0.49,405.08,719.89
179.00,23.00,346.00,101.00,56.00,175.00,0.46,405.45,727.83
180.00,23.00,346.00,103.00,56.00,174.00,0.44,405.575,730.46
181.00,23.00,346.00,102.00,56.00,174.00,0.42,405.45,727.83
182.00,23.00,346.00,101.00,56.00,174.00,0.42,405.325,725.19
183.00,23.00,346.00,102.00,56.00,174.00,0.4,405.45,727.83
184.00,23.00,346.00,103.00,56.00,174.00,0.39,405.575,730.46
185.00,23.00,346.00,103.00,56.00,173.00,0.38,405.45,727.83
186.00,23.00,346.00,103.00,56.00,173.00,0.39,405.45,727.83
187.00,23.00,347.00,103.00,56.00,173.00,0.39,406.31,727.84
188.00,23.00,347.00,103.00,56.00,173.00,0.35,406.31,727.84
189.00,23.00,347.00,103.00,56.00,173.00,0.37,406.31,727.84
190.00,23.00,347.00,103.00,56.00,172.00,0.35,406.195,725.19
191.00,23.00,347.00,103.00,57.00,172.00,0.33,406.625,725.19
192.00,23.00,347.00,103.00,57.00,172.00,0.35,406.625,725.19
193.00,23.00,347.00,102.00,58.00,172.00,0.34,406.935,722.55
194.00,23.00,347.00,102.00,58.00,172.00,0.36,406.935,722.55
195.00,23.00,344.00,102.00,59.00,173.00,0.35,404.89,725.17
196.00,23.00,343.00,102.00,60.00,172.00,0.33,404.33,722.51
197.00,23.00,340.00,102.00,60.00,172.00,0.29,401.73,722.49
198.00,23.00,342.00,102.00,61.00,172.00,0.3,403.9,722.51
199.00,23.00,345.00,103.00,61.00,171.00,0.39,406.5,722.53
200.00,23.00,347.00,103.00,60.00,171.00,0.35,407.805,722.55
201.00,23.00,347.00,103.00,59.00,171.00,0.35,407.37,722.55
202.00,23.00,347.00,105.00,58.00,171.00,0.38,407.18,727.84
203.00,23.00,345.00,104.00,59.00,170.00,0.34,405.635,722.53
204.00,23.00,344.00,104.00,60.00,170.00,0.34,405.2,722.52
205.00,23.00,343.00,103.00,60.00,171.00,0.33,404.33,722.51
206.00,23.00,343.00,102.00,60.00,171.00,0.32,404.205,719.87
207.00,23.00,345.00,103.00,60.00,171.00,0.33,406.065,722.53
208.00,23.00,347.00,103.00,60.00,171.00,0.27,407.805,722.55
209.00,23.00,347.00,103.00,59.00,171.00,0.34,407.37,722.55
210.00,23.00,345.00,105.00,60.00,170.00,0.28,406.19,725.18
211.00,23.00,344.00,106.00,60.00,169.00,0.29,405.32,725.17
212.00,23.00,345.00,108.00,60.00,168.00,0.25,406.315,727.82
213.00,23.00,346.00,107.00,60.00,168.00,0.26,407.06,725.19
214.00,23.00,344.00,106.00,60.00,168.00,0.29,405.2,722.52
215.00,23.00,346.00,106.00,60.00,168.00,0.26,406.935,722.54
216.00,23.00,347.00,104.00,60.00,168.00,0.27,407.56,717.25
217.00,23.00,349.00,103.00,59.00,169.00,0.31,408.86,717.27
218.00,23.00,350.00,99.00,58.00,170.00,0.31,408.93,709.31
219.00,23.00,348.00,100.00,57.00,171.00,0.35,407,714.61
220.00,23.00,347.00,100.00,57.00,171.00,0.35,406.135,714.6
221.00,23.00,344.00,100.00,56.00,172.00,0.28,403.215,717.23
222.00,23.00,343.00,102.00,56.00,171.00,0.28,402.47,719.87
223.00,23.00,342.00,103.00,57.00,171.00,0.33,402.165,722.51
224.00,23.00,345.00,104.00,57.00,171.00,0.39,404.89,725.18
225.00,23.00,344.00,102.00,57.00,172.00,0.35,403.9,722.52
226.00,23.00,343.00,99.00,58.00,172.00,0.34,403.09,714.56
227.00,23.00,346.00,98.00,57.00,173.00,0.37,405.265,714.59
228.00,23.00,344.00,97.00,57.00,173.00,0.34,403.4,711.91
229.00,23.00,344.00,94.00,58.00,175.00,0.3,403.71,709.25
230.00,23.00,343.00,93.00,58.00,176.00,0.31,402.835,709.24
231.00,23.00,343.00,93.00,58.00,177.00,0.35,402.965,711.9
232.00,23.00,343.00,95.00,59.00,177.00,0.35,403.65,717.22
233.00,23.00,343.00,94.00,59.00,178.00,0.39,403.65,717.22
234.00,23.00,343.00,96.00,58.00,178.00,0.38,403.465,722.51
235.00,23.00,346.00,98.00,57.00,178.00,0.42,405.88,727.83
236.00,23.00,347.00,97.00,55.00,178.00,0.43,405.76,725.19
237.00,23.00,352.00,99.00,54.00,178.00,0.44,409.905,730.52
238.00,23.00,352.00,101.00,53.00,176.00,0.41,409.47,730.52
239.00,23.00,354.00,104.00,52.00,175.00,0.41,411.01,735.8
240.00,23.00,354.00,107.00,50.00,173.00,0.37,410.26,738.42
241.00,23.00,356.00,108.00,49.00,172.00,0.36,411.56,738.44
242.00,23.00,357.00,106.00,49.00,171.00,0.37,412.07,730.56
243.00,23.00,357.00,105.00,48.00,171.00,0.38,411.515,727.92
244.00,23.00,357.00,104.00,48.00,170.00,0.38,411.275,722.64
245.00,23.00,354.00,104.00,49.00,171.00,0.35,409.23,725.26
246.00,23.00,355.00,103.00,48.00,170.00,0.35,409.42,719.98
247.00,23.00,353.00,103.00,48.00,171.00,0.35,407.81,722.61
248.00,23.00,350.00,103.00,49.00,171.00,0.35,405.635,722.58
249.00,23.00,346.00,103.00,50.00,172.00,0.33,402.725,725.19
250.00,23.00,342.00,102.00,51.00,173.00,0.26,399.69,725.15
251.00,23.00,341.00,99.00,52.00,175.00,0.28,399.13,722.5
252.00,23.00,340.00,99.00,52.00,175.00,0.28,398.26,722.49
1.00,24.00,284.00,115.00,53.00,168.00,0.56,351.49,745.68
2.00,24.00,284.00,115.00,54.00,171.00,0.56,352.395,753.52
3.00,24.00,284.00,115.00,53.00,171.00,0.56,351.965,753.52
4.00,24.00,284.00,115.00,53.00,172.00,0.5,352.12,756.12
5.00,24.00,284.00,116.00,53.00,171.00,0.46,352.12,756.12
6.00,24.00,284.00,116.00,53.00,172.00,0.6,352.275,758.72
7.00,24.00,284.00,116.00,54.00,172.00,0.58,352.705,758.72
8.00,24.00,284.00,116.00,54.00,172.00,0.58,352.705,758.72
9.00,24.00,285.00,115.00,54.00,173.00,0.56,353.565,758.73
10.00,24.00,286.00,117.00,55.00,172.00,0.49,355.01,761.34
11.00,24.00,285.00,118.00,54.00,171.00,0.49,353.72,761.33
12.00,24.00,286.00,103.00,54.00,178.00,0.35,353.33,740.45
13.00,24.00,285.00,107.00,53.00,176.00,0.38,352.35,745.69
14.00,24.00,286.00,114.00,52.00,172.00,0.31,353.255,753.53
15.00,24.00,285.00,119.00,52.00,169.00,0.24,352.705,758.73
16.00,24.00,284.00,121.00,52.00,168.00,0.22,352,761.32
17.00,24.00,284.00,119.00,53.00,169.00,0.23,352.275,758.72
18.00,24.00,285.00,103.00,54.00,178.00,0.25,352.47,740.44
19.00,24.00,284.00,108.00,53.00,177.00,0.28,351.8,750.91
20.00,24.00,285.00,95.00,54.00,185.00,0.35,352.315,737.82
21.00,24.00,287.00,88.00,54.00,189.00,0.3,353.57,729.94
22.00,24.00,289.00,81.00,55.00,193.00,0.33,355.27,722.03
23.00,24.00,286.00,104.00,53.00,183.00,0.26,353.84,756.14
24.00,24.00,286.00,104.00,53.00,183.00,0.26,353.84,756.14
25.00,24.00,285.00,118.00,53.00,175.00,0.23,353.915,771.69
26.00,24.00,284.00,125.00,53.00,169.00,0.27,353.215,774.27
27.00,24.00,265.00,105.00,50.00,177.00,0.2,333.6,742.89
28.00,24.00,253.00,93.00,49.00,182.00,0.2,321.54,724.35
29.00,24.00,247.00,86.00,49.00,187.00,0.3,315.96,718.99
30.00,24.00,243.00,81.00,47.00,190.00,0.28,311.235,713.64
31.00,24.00,241.00,78.00,47.00,193.00,0.27,309.495,713.62
32.00,24.00,240.00,75.00,47.00,195.00,0.29,308.43,710.95
33.00,24.00,239.00,74.00,47.00,197.00,0.31,307.745,713.6
34.00,24.00,233.00,68.00,47.00,197.00,0.3,301.36,697.52
35.00,24.00,233.00,67.00,47.00,199.00,0.38,301.555,700.2
36.00,24.00,238.00,72.00,47.00,200.00,0.35,307.065,716.25
37.00,24.00,242.00,75.00,47.00,201.00,0.32,311.29,726.89
38.00,24.00,243.00,77.00,47.00,201.00,0.38,312.53,732.18
39.00,24.00,244.00,79.00,47.00,200.00,0.39,313.575,734.83
40.00,24.00,245.00,79.00,48.00,201.00,0.44,315.065,737.47
41.00,24.00,245.00,78.00,49.00,202.00,0.41,315.495,737.47
42.00,24.00,246.00,78.00,49.00,202.00,0.44,316.36,737.47
43.00,24.00,246.00,80.00,48.00,201.00,0.44,316.11,740.1
44.00,24.00,246.00,81.00,48.00,201.00,0.49,316.29,742.73
45.00,24.00,246.00,88.00,47.00,197.00,0.48,316.405,750.58
46.00,24.00,246.00,89.00,47.00,195.00,0.43,316.22,747.97
47.00,24.00,243.00,89.00,49.00,196.00,0.34,314.67,750.55
48.00,24.00,244.00,88.00,51.00,195.00,0.34,316.04,745.33
49.00,24.00,243.00,85.00,53.00,196.00,0.29,315.675,740.08
50.00,24.00,242.00,84.00,55.00,196.00,0.26,315.49,737.44
51.00,24.00,242.00,84.00,55.00,196.00,0.22,315.49,737.44
52.00,24.00,242.00,86.00,54.00,194.00,0.26,315.06,737.44
53.00,24.00,242.00,87.00,53.00,192.00,0.28,314.445,734.81
54.00,24.00,242.00,85.00,53.00,192.00,0.28,314.08,729.53
55.00,24.00,242.00,83.00,53.00,193.00,0.25,313.895,726.89
56.00,24.00,245.00,78.00,52.00,196.00,0.25,315.705,721.63
57.00,24.00,355.00,44.00,50.00,187.00,0.33,405.085,605.6
58.00,24.00,404.00,26.00,48.00,181.00,0.25,445.485,537.92
59.00,24.00,420.00,22.00,46.00,177.00,0.3,458.325,514.88
60.00,24.00,434.00,17.00,46.00,177.00,0.3,470.64,500.41
1.00,25.00,791.00,143.00,50.00,160.00,0.88,782.69,801.29
2.00,25.00,791.00,143.00,53.00,166.00,0.87,783.235,816.42
3.00,25.00,791.00,143.00,56.00,169.00,0.85,784.135,823.94
4.00,25.00,791.00,143.00,58.00,172.00,0.84,784.605,831.43
5.00,25.00,791.00,143.00,59.00,173.00,0.84,784.905,833.92
6.00,25.00,791.00,143.00,59.00,174.00,0.86,784.79,836.41
7.00,25.00,791.00,143.00,59.00,174.00,0.85,784.79,836.41
8.00,25.00,791.00,144.00,59.00,174.00,0.85,784.665,838.89
9.00,25.00,791.00,144.00,59.00,174.00,0.81,784.665,838.89
10.00,25.00,791.00,144.00,59.00,174.00,0.83,784.665,838.89
11.00,25.00,791.00,144.00,60.00,175.00,0.78,784.965,841.37
12.00,25.00,790.00,143.00,61.00,176.00,0.7,784.55,841.36
13.00,25.00,789.00,143.00,61.00,176.00,0.78,783.715,841.36
14.00,25.00,790.00,145.00,62.00,176.00,0.82,784.725,846.32
15.00,25.00,791.00,146.00,61.00,174.00,0.82,785.265,843.85
16.00,25.00,791.00,145.00,61.00,174.00,0.78,785.38,841.37
17.00,25.00,791.00,146.00,60.00,174.00,0.82,784.85,843.85
18.00,25.00,791.00,146.00,59.00,174.00,0.83,784.43,843.85
19.00,25.00,791.00,147.00,58.00,173.00,0.88,784.015,843.85
20.00,25.00,792.00,147.00,57.00,172.00,0.84,784.55,841.38
21.00,25.00,792.00,147.00,57.00,172.00,0.83,784.55,841.38
22.00,25.00,792.00,147.00,56.00,171.00,0.84,784.255,838.9
23.00,25.00,790.00,147.00,57.00,171.00,0.85,783.005,838.88
24.00,25.00,789.00,147.00,58.00,172.00,0.86,782.465,841.36
25.00,25.00,790.00,147.00,58.00,172.00,0.85,783.305,841.36
26.00,25.00,791.00,147.00,59.00,172.00,0.86,784.55,841.37
27.00,25.00,790.00,148.00,59.00,170.00,0.87,783.835,838.88
28.00,25.00,790.00,147.00,58.00,170.00,0.82,783.535,836.4
29.00,25.00,791.00,147.00,57.00,170.00,0.85,783.955,836.41
30.00,25.00,791.00,147.00,57.00,170.00,0.9,783.955,836.41
31.00,25.00,791.00,148.00,56.00,169.00,0.89,783.54,836.41
32.00,25.00,792.00,148.00,56.00,168.00,0.89,784.495,833.93
33.00,25.00,792.00,149.00,56.00,168.00,0.88,784.37,836.41
34.00,25.00,792.00,148.00,55.00,168.00,0.89,784.075,833.93
35.00,25.00,792.00,150.00,55.00,168.00,0.89,783.84,838.9
36.00,25.00,795.00,150.00,54.00,167.00,0.86,786.035,836.43
37.00,25.00,793.00,150.00,55.00,166.00,0.85,784.91,833.93
38.00,25.00,794.00,149.00,54.00,166.00,0.84,785.445,831.45
39.00,25.00,793.00,150.00,54.00,166.00,0.86,784.49,833.93
40.00,25.00,789.00,149.00,54.00,166.00,0.87,781.27,831.41
41.00,25.00,790.00,149.00,55.00,166.00,0.85,782.525,831.42
42.00,25.00,791.00,148.00,55.00,168.00,0.86,783.24,833.92
43.00,25.00,789.00,147.00,55.00,169.00,0.87,781.57,833.9
44.00,25.00,788.00,148.00,55.00,169.00,0.88,780.625,836.38
45.00,25.00,790.00,148.00,55.00,170.00,0.86,782.17,838.88
46.00,25.00,791.00,149.00,55.00,169.00,0.86,783,838.89
47.00,25.00,792.00,146.00,55.00,171.00,0.8,783.955,836.41
48.00,25.00,792.00,147.00,56.00,172.00,0.83,784.135,841.38
49.00,25.00,792.00,148.00,56.00,172.00,0.84,784.015,843.86
50.00,25.00,789.00,149.00,57.00,171.00,0.85,781.935,843.83
51.00,25.00,791.00,149.00,57.00,171.00,0.81,783.6,843.85
52.00,25.00,791.00,149.00,56.00,170.00,0.79,783.3,841.37
53.00,25.00,792.00,149.00,56.00,170.00,0.86,784.135,841.38
54.00,25.00,792.00,149.00,56.00,170.00,0.86,784.135,841.38
55.00,25.00,792.00,145.00,57.00,172.00,0.81,784.785,836.41
56.00,25.00,792.00,144.00,58.00,173.00,0.82,785.205,836.41
57.00,25.00,792.00,145.00,57.00,173.00,0.81,784.67,838.9
58.00,25.00,792.00,144.00,57.00,174.00,0.81,784.67,838.9
59.00,25.00,792.00,144.00,56.00,175.00,0.73,784.135,841.38
60.00,25.00,792.00,142.00,56.00,178.00,0.48,784.015,843.86
61.00,25.00,792.00,147.00,56.00,179.00,0.47,783.31,858.66
62.00,25.00,792.00,143.00,55.00,180.00,0.61,783.25,851.27
63.00,25.00,791.00,145.00,54.00,177.00,0.69,782.12,848.8
64.00,25.00,791.00,146.00,55.00,174.00,0.43,782.77,843.85
65.00,25.00,791.00,147.00,55.00,165.00,0.59,783.715,823.94
66.00,25.00,789.00,149.00,56.00,155.00,0.52,783.405,803.81
67.00,25.00,788.00,148.00,57.00,147.00,0.47,784.06,780.93
68.00,25.00,788.00,147.00,57.00,140.00,0.46,785.025,760.37
69.00,25.00,788.00,147.00,56.00,134.00,0.27,785.335,744.82
70.00,25.00,787.00,147.00,56.00,134.00,0.27,784.48,744.81
1.00,26.00,1221.00,0.00,46.00,51.00,0.36,1243.17,51.83
2.00,26.00,1203.00,24.00,57.00,72.00,0.43,1210.12,206.09
3.00,26.00,1198.00,31.00,63.00,85.00,0.42,1199.45,271.55
4.00,26.00,1196.00,33.00,66.00,93.00,0.44,1194.695,303.59
5.00,26.00,1194.00,32.00,69.00,99.00,0.39,1192.11,319.42
6.00,26.00,1195.00,32.00,69.00,104.00,0.33,1190.94,335.2
7.00,26.00,1202.00,20.00,67.00,96.00,0.32,1205.09,271.61
8.00,26.00,1198.00,11.00,68.00,109.00,0.32,1200.07,284.43
9.00,26.00,1199.00,20.00,68.00,110.00,0.36,1196.725,316.34
10.00,26.00,1193.00,11.00,73.00,102.00,0.4,1200.74,261.75
11.00,26.00,1195.00,20.00,73.00,105.00,0.42,1197.455,300.38
12.00,26.00,1197.00,27.00,72.00,106.00,0.44,1195.45,325.79
13.00,26.00,1198.00,31.00,72.00,107.00,0.46,1194.265,341.52
14.00,26.00,1197.00,35.00,72.00,107.00,0.45,1191.66,353.99
15.00,26.00,1196.00,37.00,73.00,106.00,0.45,1190.78,357.09
16.00,26.00,1197.00,39.00,72.00,106.00,0.38,1190.41,363.31
17.00,26.00,1195.00,38.00,74.00,107.00,0.52,1189.485,363.28
18.00,26.00,1194.00,21.00,77.00,100.00,0.33,1200.105,287.57
19.00,26.00,1193.00,10.00,77.00,110.00,0.44,1199.6,284.35
20.00,26.00,1192.00,3.00,77.00,119.00,0.48,1197.8,290.74
21.00,26.00,1190.00,0.00,78.00,126.00,0.48,1194.69,303.49
22.00,26.00,1189.00,-3.00,79.00,131.00,0.32,1193.375,309.83
1.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
2.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
3.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
4.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
5.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
6.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
7.00,27.00,34.00,1069.00,103.00,10.00,0.32,305.995,2122.77
1.00,28.00,751.00,0.00,41.00,89.00,0.34,768.78,174.02
2.00,28.00,752.00,0.00,40.00,71.00,0.48,771.6,112.2
3.00,28.00,752.00,0.00,39.00,61.00,0.44,772.425,77.12
4.00,28.00,751.00,0.00,38.00,54.00,0.42,771.855,52.23
5.00,28.00,751.00,0.00,39.00,50.00,0.38,772.895,37.9
6.00,28.00,752.00,0.00,38.00,47.00,0.37,773.795,27.12
7.00,28.00,751.00,0.00,39.00,45.00,0.54,773.565,19.87
8.00,28.00,752.00,0.00,38.00,43.00,0.51,774.335,12.64
9.00,28.00,753.00,0.00,38.00,42.00,0.53,775.485,9.03
10.00,28.00,755.00,0.00,37.00,41.00,0.44,777.135,5.43
11.00,28.00,754.00,0.00,36.00,40.00,0.48,775.755,1.76
12.00,28.00,754.00,0.00,35.00,39.00,0.55,775.39,-1.89
13.00,28.00,754.00,0.00,35.00,38.00,0.55,775.53,-5.54
14.00,28.00,751.00,0.00,36.00,37.00,0.49,773.13,-9.27
15.00,28.00,749.00,0.00,36.00,35.00,0.26,771.38,-16.66
16.00,28.00,749.00,0.00,36.00,35.00,0.26,771.38,-16.66
17.00,28.00,748.00,0.00,35.00,32.00,0.38,770.255,-27.74
18.00,28.00,746.00,0.00,35.00,30.00,0.24,768.49,-35.19
19.00,28.00,746.00,0.00,35.00,30.00,0.24,768.49,-35.19
20.00,28.00,745.00,0.00,35.00,30.00,0.24,767.475,-35.21
21.00,28.00,745.00,0.00,35.00,30.00,0.24,767.475,-35.21
22.00,28.00,745.00,0.00,35.00,30.00,0.24,767.475,-35.21
23.00,28.00,745.00,0.00,35.00,30.00,0.24,767.475,-35.21
24.00,28.00,744.00,0.00,35.00,30.00,0.24,766.455,-35.23
1.00,29.00,704.00,0.00,41.00,96.00,0.44,722.335,196.74
2.00,29.00,704.00,0.00,43.00,116.00,0.44,721.46,262.95
3.00,29.00,704.00,0.00,45.00,127.00,0.46,721.425,298.56
4.00,29.00,704.00,0.00,47.00,135.00,0.4,721.645,324.11
5.00,29.00,704.00,0.00,47.00,139.00,0.39,721.29,336.77
6.00,29.00,704.00,0.00,48.00,143.00,0.42,721.4,349.36
7.00,29.00,704.00,0.00,48.00,145.00,0.43,721.225,355.63
8.00,29.00,704.00,0.00,47.00,147.00,0.41,720.58,361.89
9.00,29.00,704.00,0.00,48.00,149.00,0.3,720.875,368.12
10.00,29.00,704.00,0.00,48.00,149.00,0.34,720.875,368.12
11.00,29.00,705.00,0.00,48.00,149.00,0.33,721.805,368.14
12.00,29.00,704.00,0.00,48.00,149.00,0.36,720.875,368.12
13.00,29.00,704.00,0.00,48.00,149.00,0.42,720.875,368.12
14.00,29.00,704.00,0.00,48.00,150.00,0.35,720.78,371.23
15.00,29.00,704.00,0.00,49.00,150.00,0.28,721.25,371.23
16.00,29.00,704.00,0.00,49.00,150.00,0.33,721.25,371.23
17.00,29.00,704.00,0.00,49.00,150.00,0.31,721.25,371.23
18.00,29.00,703.00,0.00,49.00,150.00,0.35,720.315,371.22
19.00,29.00,703.00,0.00,49.00,150.00,0.37,720.315,371.22
20.00,29.00,703.00,0.00,49.00,150.00,0.38,720.315,371.22
21.00,29.00,705.00,0.00,49.00,151.00,0.32,722.09,374.35
22.00,29.00,704.00,0.00,49.00,150.00,0.27,721.25,371.23
23.00,29.00,704.00,0.00,49.00,151.00,0.29,721.16,374.34
24.00,29.00,704.00,0.00,49.00,151.00,0.35,721.16,374.34
25.00,29.00,704.00,0.00,49.00,151.00,0.32,721.16,374.34
26.00,29.00,704.00,0.00,50.00,151.00,0.25,721.625,374.34
27.00,29.00,703.00,0.00,50.00,152.00,0.28,720.61,377.42
28.00,29.00,703.00,0.00,51.00,152.00,0.23,721.075,377.42
29.00,29.00,703.00,0.00,50.00,153.00,0.26,720.515,380.52
30.00,29.00,703.00,0.00,50.00,153.00,0.3,720.515,380.52
31.00,29.00,703.00,0.00,50.00,152.00,0.38,720.61,377.42
32.00,29.00,705.00,0.00,50.00,152.00,0.37,722.47,377.46
33.00,29.00,704.00,0.00,50.00,152.00,0.39,721.54,377.44
34.00,29.00,704.00,0.00,50.00,151.00,0.29,721.625,374.34
35.00,29.00,704.00,0.00,50.00,151.00,0.37,721.625,374.34
36.00,29.00,703.00,0.00,50.00,150.00,0.43,720.785,371.22
37.00,29.00,703.00,0.00,50.00,150.00,0.41,720.785,371.22
38.00,29.00,703.00,0.00,50.00,150.00,0.41,720.785,371.22
39.00,29.00,703.00,0.00,50.00,150.00,0.37,720.785,371.22
40.00,29.00,703.00,0.00,50.00,150.00,0.38,720.785,371.22
41.00,29.00,703.00,0.00,50.00,150.00,0.34,720.785,371.22
42.00,29.00,703.00,0.00,50.00,150.00,0.42,720.785,371.22
43.00,29.00,703.00,0.00,50.00,150.00,0.43,720.785,371.22
44.00,29.00,706.00,0.00,50.00,150.00,0.48,723.58,371.26
45.00,29.00,705.00,0.00,50.00,150.00,0.54,722.65,371.25
46.00,29.00,704.00,0.00,50.00,150.00,0.49,721.715,371.23
47.00,29.00,706.00,0.00,50.00,150.00,0.51,723.58,371.26
48.00,29.00,707.00,0.00,50.00,150.00,0.43,724.52,371.28
49.00,29.00,705.00,0.00,50.00,150.00,0.4,722.65,371.25
50.00,29.00,704.00,0.00,50.00,150.00,0.44,721.715,371.23
51.00,29.00,703.00,0.00,50.00,151.00,0.4,720.695,374.32
52.00,29.00,705.00,0.00,49.00,151.00,0.42,722.09,374.35
53.00,29.00,707.00,0.00,49.00,151.00,0.48,723.96,374.38
54.00,29.00,707.00,0.00,49.00,151.00,0.47,723.96,374.38
55.00,29.00,707.00,0.00,49.00,150.00,0.46,724.05,371.28
56.00,29.00,707.00,0.00,49.00,151.00,0.54,723.96,374.38
57.00,29.00,705.00,0.00,49.00,150.00,0.45,722.185,371.25
58.00,29.00,706.00,0.00,49.00,150.00,0.5,723.115,371.26
59.00,29.00,706.00,0.00,49.00,151.00,0.48,723.025,374.37
60.00,29.00,707.00,0.00,48.00,151.00,0.48,723.49,374.38
61.00,29.00,707.00,0.00,48.00,150.00,0.5,723.585,371.28
62.00,29.00,707.00,0.00,48.00,151.00,0.47,723.49,374.38
63.00,29.00,707.00,0.00,48.00,151.00,0.4,723.49,374.38
64.00,29.00,707.00,0.00,47.00,151.00,0.42,723.025,374.38
65.00,29.00,707.00,0.00,47.00,150.00,0.4,723.12,371.28
66.00,29.00,707.00,0.00,48.00,150.00,0.34,723.585,371.28
67.00,29.00,707.00,0.00,47.00,150.00,0.36,723.12,371.28
68.00,29.00,707.00,0.00,48.00,150.00,0.36,723.585,371.28
69.00,29.00,707.00,0.00,48.00,150.00,0.36,723.585,371.28
70.00,29.00,704.00,0.00,49.00,150.00,0.32,721.25,371.23
71.00,29.00,705.00,0.00,48.00,150.00,0.32,721.72,371.25
72.00,29.00,706.00,0.00,48.00,151.00,0.33,722.56,374.37
73.00,29.00,707.00,0.00,47.00,151.00,0.36,723.025,374.38
74.00,29.00,707.00,0.00,47.00,151.00,0.35,723.025,374.38
75.00,29.00,707.00,0.00,48.00,151.00,0.32,723.49,374.38
76.00,29.00,707.00,0.00,48.00,151.00,0.29,723.49,374.38
77.00,29.00,707.00,0.00,49.00,151.00,0.36,723.96,374.38
78.00,29.00,707.00,0.00,49.00,151.00,0.32,723.96,374.38
79.00,29.00,704.00,0.00,49.00,151.00,0.3,721.16,374.34
80.00,29.00,705.00,0.00,49.00,151.00,0.31,722.09,374.35
81.00,29.00,706.00,0.00,49.00,151.00,0.29,723.025,374.37
82.00,29.00,704.00,0.00,49.00,151.00,0.26,721.16,374.34
83.00,29.00,706.00,0.00,49.00,151.00,0.3,723.025,374.37
84.00,29.00,706.00,0.00,49.00,151.00,0.35,723.025,374.37
85.00,29.00,707.00,0.00,49.00,151.00,0.33,723.96,374.38
86.00,29.00,704.00,0.00,49.00,151.00,0.3,721.16,374.34
87.00,29.00,703.00,0.00,49.00,151.00,0.31,720.23,374.32
88.00,29.00,703.00,0.00,49.00,151.00,0.31,720.23,374.32
89.00,29.00,703.00,0.00,49.00,151.00,0.33,720.23,374.32
90.00,29.00,705.00,0.00,49.00,151.00,0.3,722.09,374.35
91.00,29.00,707.00,0.00,48.00,151.00,0.31,723.49,374.38
92.00,29.00,705.00,0.00,48.00,151.00,0.28,721.625,374.35
93.00,29.00,704.00,0.00,48.00,151.00,0.3,720.695,374.34
94.00,29.00,703.00,0.00,48.00,151.00,0.3,719.765,374.32
95.00,29.00,703.00,0.00,49.00,151.00,0.33,720.23,374.32
96.00,29.00,703.00,0.00,49.00,151.00,0.37,720.23,374.32
97.00,29.00,703.00,0.00,49.00,151.00,0.38,720.23,374.32
98.00,29.00,703.00,0.00,49.00,152.00,0.36,720.145,377.42
99.00,29.00,703.00,0.00,50.00,152.00,0.35,720.61,377.42
100.00,29.00,703.00,0.00,51.00,152.00,0.3,721.075,377.42
101.00,29.00,703.00,0.00,50.00,153.00,0.31,720.515,380.52
102.00,29.00,703.00,0.00,50.00,153.00,0.34,720.515,380.52
103.00,29.00,704.00,0.00,50.00,153.00,0.35,721.45,380.54
104.00,29.00,706.00,0.00,50.00,153.00,0.38,723.31,380.57
105.00,29.00,707.00,0.00,50.00,153.00,0.34,724.24,380.58
106.00,29.00,705.00,0.00,50.00,153.00,0.36,722.38,380.55
107.00,29.00,706.00,0.00,50.00,152.00,0.4,723.4,377.47
108.00,29.00,707.00,0.00,50.00,152.00,0.45,724.335,377.49
109.00,29.00,707.00,0.00,50.00,152.00,0.46,724.335,377.49
110.00,29.00,705.00,0.00,50.00,151.00,0.4,722.555,374.35
111.00,29.00,703.00,0.00,50.00,151.00,0.45,720.695,374.32
112.00,29.00,703.00,0.00,50.00,151.00,0.39,720.695,374.32
113.00,29.00,703.00,0.00,50.00,151.00,0.36,720.695,374.32
114.00,29.00,703.00,0.00,50.00,152.00,0.42,720.61,377.42
115.00,29.00,703.00,0.00,50.00,152.00,0.4,720.61,377.42
116.00,29.00,703.00,0.00,50.00,152.00,0.42,720.61,377.42
117.00,29.00,703.00,0.00,50.00,152.00,0.38,720.61,377.42
118.00,29.00,703.00,0.00,50.00,152.00,0.38,720.61,377.42
119.00,29.00,703.00,0.00,51.00,151.00,0.38,721.16,374.32
120.00,29.00,703.00,0.00,50.00,151.00,0.44,720.695,374.32
121.00,29.00,704.00,0.00,51.00,151.00,0.4,722.09,374.34
